pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_insol,pl_eqt,st_teff,st_rad,st_mass,discoverymethod,disc_year,pl_controv_flag,sy_dist
GJ 2030 c,GJ 2030,25533.11353,16.761,12.3,4069.15709482,,,5485.0,2.24104,0.96,Radial Velocity,2022.0,0,37.0788
GJ 2056 b,GJ 2056,69.971,0.283,4.17,16.2,,,4069.95,0.709495,0.62,Radial Velocity,2020.0,0,28.4434
GJ 2126 b,GJ 2126,272.7,0.71,13.6,413.1769291,,,4159.0,0.728,0.65,Radial Velocity,2025.0,0,38.129
GJ 229 A c,GJ 229,121.93268,0.384,2.87,8.58136699,,,3564.0,0.46,0.509,Radial Velocity,2020.0,1,5.75624
GJ 229 b,GJ 229,579.47495,1.086,3.97,14.93793513,,,3564.0,0.46,0.509,Radial Velocity,2014.0,1,5.75624
GJ 238 b,GJ 238,1.7446999,0.02123,0.566,0.126,229.4579,758.0,3485.0,0.4314,0.4193,Transit,2024.0,0,15.2142
GJ 251 b,GJ 251,14.237,0.0808,1.79,3.85,2.37,336.0,3342.0,0.36,0.35,Radial Velocity,2020.0,0,5.58057
GJ 251 c,GJ 251,53.647,0.196,1.8,3.88,0.404,216.0,3342.0,0.36,0.35,Radial Velocity,2025.0,0,5.58057
GJ 27.1 b,GJ 27.1,15.819,0.101,3.66,13.0,,,3542.0,0.518887,0.53,Radial Velocity,2014.0,0,23.6062
GJ 273 b,GJ 273,18.6498,0.091101,1.51,2.89,1.06,,3382.0,0.293,0.29,Radial Velocity,2017.0,0,5.921535
GJ 273 c,GJ 273,4.7234,0.036467,1.06,1.18,6.66,,3382.0,0.293,0.29,Radial Velocity,2017.0,0,5.921535
GJ 3021 b,GJ 3021,133.71,0.49,13.1,1071.04,,350.0,5540.0,0.9,0.9,Radial Velocity,2000.0,0,17.5559
GJ 3082 b,GJ 3082,11.949,0.079,2.79,8.2,,,3910.0,0.465216,0.47,Radial Velocity,2020.0,0,16.6186
GJ 3090 b,GJ 3090,2.85310198,0.0316,2.18,4.52,45.4,723.0,3707.0,0.516,0.519,Transit,2022.0,0,22.4751
GJ 3090 c,GJ 3090,15.9407,0.0997,3.14,10.0,4.58,407.2,3707.0,0.516,0.519,Radial Velocity,2026.0,0,22.4751
GJ 3138 b,GJ 3138,1.22003,0.0197,1.18,1.78,118.1,,3717.0,0.5,0.681,Radial Velocity,2017.0,0,28.4712
GJ 3138 c,GJ 3138,5.974,0.057,1.88,4.18,13.9,,3717.0,0.5,0.681,Radial Velocity,2017.0,0,28.4712
GJ 3138 d,GJ 3138,257.8,0.698,3.23,10.5,0.1,,3717.0,0.5,0.681,Radial Velocity,2017.0,0,28.4712
GJ 317 b,GJ 317,695.69,1.138,13.3,794.5,,,3496.0,0.403,0.402,Radial Velocity,2007.0,0,15.1968
GJ 317 c,GJ 317,6500.0,5.04,13.6,454.49462201,,,3496.0,0.403,0.402,Radial Velocity,2018.0,0,15.1968
GJ 3222 b,GJ 3222,10.66669,0.091,3.4,11.44182265,,,5257.46,0.931389,0.89,Radial Velocity,2022.0,0,18.23817
GJ 328 b,GJ 328,3771.0,4.11,13.3,797.74930157,,,3897.0,0.63,0.65,Radial Velocity,2013.0,0,20.5266
GJ 328 c,GJ 328,241.8,0.657,4.91,21.4,,,3897.0,0.63,0.65,Radial Velocity,2023.0,0,20.5266
GJ 3293 b,GJ 3293,30.5987,0.14339,5.19,23.54,1.07,,3466.0,0.404,0.42,Radial Velocity,2015.0,0,20.1903
GJ 3293 c,GJ 3293,122.6196,0.36175,4.87,21.09,0.17,,3466.0,0.404,0.42,Radial Velocity,2015.0,0,20.1903
GJ 3293 d,GJ 3293,48.1345,0.19394,2.67,7.6,0.59,,3466.0,0.404,0.42,Radial Velocity,2017.0,0,20.1903
GJ 3293 e,GJ 3293,13.2543,0.08208,1.63,3.28,3.34,,3466.0,0.404,0.42,Radial Velocity,2017.0,0,20.1903
GJ 3323 b,GJ 3323,5.3636,0.03282,1.23,2.02,2.58,,3159.0,0.119,0.164,Radial Velocity,2017.0,0,5.37484
GJ 3323 c,GJ 3323,40.54,0.1264,1.32,2.31,0.17,,3159.0,0.119,0.164,Radial Velocity,2017.0,0,5.37484
GJ 3341 b,GJ 3341,14.207,0.089,2.46,6.6,,,3526.0,0.439,0.47,Radial Velocity,2015.0,0,23.619
GJ 338 B b,GJ 338 B,24.422,0.142,3.25,10.6,,391.0,4014.0,0.58,0.64,Radial Velocity,2020.0,0,6.33256
GJ 341 b,GJ 341,7.57686,,0.88,4.0,13.8,629.0,3770.0,0.5066,0.48,Transit,2025.0,0,10.454
GJ 3470 b,GJ 3470,3.3366496,0.0355,4.57,13.9,29.6584,593.5,3600.0,0.547,0.539,Radial Velocity,2012.0,0,29.4214
GJ 3473 b,GJ 3473,1.1980035,0.01589,1.264,1.86,59.4,773.0,3347.0,0.364,0.36,Transit,2020.0,0,27.3644
GJ 3473 c,GJ 3473,15.509,0.0876,2.63,7.41,1.95,329.1,3347.0,0.364,0.36,Radial Velocity,2020.0,0,27.3644
GJ 3512 b,GJ 3512,203.109,0.3376,14.3,146.51889563,,,3141.0,0.139,0.123,Radial Velocity,2019.0,0,9.48637
GJ 3512 c,GJ 3512,2354.0,1.731,14.3,143.97626837,,,3141.0,0.139,0.123,Radial Velocity,2020.0,0,9.48637
GJ 357 b,GJ 357,3.9306,0.036,1.2,1.84,12.6,518.0,3505.0,0.337,0.342,Transit,2019.0,0,9.44181
GJ 357 c,GJ 357,9.1247,0.061,1.66,3.4,4.45,401.2,3505.0,0.337,0.342,Radial Velocity,2019.0,0,9.44181
GJ 357 d,GJ 357,55.661,0.204,2.34,6.1,0.38,219.6,3505.0,0.337,0.342,Radial Velocity,2019.0,0,9.44181
GJ 3634 b,GJ 3634,2.64561,0.0287,2.83,8.4,,,3517.0,0.43,0.45,Radial Velocity,2010.0,0,20.3779
GJ 367 b,GJ 367,0.3219225,0.00709,0.699,0.633,579.0,1365.0,3522.0,0.458,0.455,Transit,2021.0,0,9.41263
GJ 3779 b,GJ 3779,3.0232,0.026,2.75,8.0,,,3324.0,0.281,0.27,Radial Velocity,2018.0,0,13.743
GJ 3929 b,GJ 3929,2.616235,0.0252,1.09,1.75,17.3,568.0,3384.0,0.32,0.313,Transit,2022.0,0,15.8095
GJ 3929 c,GJ 3929,15.04,0.081,2.26,5.71,1.68,317.0,3384.0,0.32,0.313,Radial Velocity,2022.0,0,15.8095
GJ 393 b,GJ 393,7.02679,0.05402,1.17,1.71,9.21,485.0,3579.0,0.426,0.426,Radial Velocity,2021.0,0,7.03149
GJ 3942 b,GJ 3942,6.905,0.0608,2.57,7.14,,590.0,3867.0,0.61,0.63,Radial Velocity,2017.0,0,16.9287
GJ 3988 b,GJ 3988,6.9442,0.0405,1.74,3.69,2.45,348.0,3273.0,0.19734,0.1842,Radial Velocity,2023.0,0,9.9105
GJ 3998 b,GJ 3998,2.65033,0.03,1.39,2.5,48.0,,3726.0,0.5,0.52,Radial Velocity,2016.0,0,18.1459
GJ 3998 c,GJ 3998,13.727,0.09,2.5,6.82,5.4,,3726.0,0.5,0.52,Radial Velocity,2016.0,0,18.1459
GJ 3998 d,GJ 3998,41.78,0.189,2.34,6.07,1.2,,3726.0,0.5,0.52,Radial Velocity,2025.0,0,18.1459
GJ 411 b,GJ 411,12.9394,0.07879,1.45,2.69,3.13,349.83,3719.0,0.3685,0.3899,Radial Velocity,2019.0,0,5.675773
GJ 414 A b,GJ 414 A,50.8,0.2324,2.63,7.6,,308.6,4120.0,0.68,0.65,Radial Velocity,2021.0,0,11.8893
GJ 414 A c,GJ 414 A,749.83,1.4,8.4,53.83,,124.7,4120.0,0.68,0.65,Radial Velocity,2021.0,0,11.8893
GJ 422 b,GJ 422,20.129,0.111,3.33,11.07,,,3323.0,0.370328,0.35,Radial Velocity,2014.0,0,12.6631
GJ 4274 b,GJ 4274,1.6339,0.0153,1.53,2.97,14.7,,3228.0,0.19,0.18,Radial Velocity,2026.0,0,7.23556
GJ 4274 c,GJ 4274,69.57,0.186,2.83,8.39,0.1,,3228.0,0.19,0.18,Radial Velocity,2026.0,0,7.23556
GJ 4276 b,GJ 4276,13.352,0.082,4.22,16.57,,,3387.0,0.407,0.406,Radial Velocity,2019.0,0,21.3362
GJ 433 b,GJ 433,7.3705,0.062,2.33,6.043,,,3461.0,0.5,0.48,Radial Velocity,2011.0,0,9.06456
GJ 433 c,GJ 433,5094.105,4.819,6.27,32.422,,,3461.0,0.5,0.48,Radial Velocity,2014.0,0,9.06456
GJ 433 d,GJ 433,36.059,0.178,2.14,5.223,,,3461.0,0.5,0.48,Radial Velocity,2020.0,0,9.06456
GJ 436 b,GJ 436,2.64388312,0.0291,4.17,22.1,29.4322,686.0,3586.11,0.455,0.47,Radial Velocity,2004.0,0,9.75321
GJ 463 b,GJ 463,3459.0,3.53,13.1,1080.6165838,,,3563.0,0.483,0.486,Radial Velocity,2022.0,0,18.3554
GJ 480 b,GJ 480,9.5536,0.068,2.91,8.8,,406.0,3509.0,0.449,0.45,Radial Velocity,2020.0,0,14.2358
GJ 486 b,GJ 486,1.46712127,0.01714,1.289,2.77,39.2,696.3,3317.0,0.3243,0.312,Radial Velocity,2021.0,0,8.07426
GJ 504 b,GJ 504,,43.5,12.10569916,1271.3,,510.0,6234.0,1.26,1.22,Imaging,2013.0,0,17.5299
GJ 514 b,GJ 514,140.43,0.422,2.13,5.2,0.28,202.0,3728.0,0.5,0.51,Radial Velocity,2022.0,0,7.61778
GJ 536 b,GJ 536,8.70874,0.0668,2.41,6.37,9.9,451.0,3641.0,0.529,0.528,Radial Velocity,2016.0,0,10.4092
GJ 536 c,GJ 536,32.761,0.1617,2.3,5.89,1.692,290.5,3641.0,0.529,0.528,Radial Velocity,2025.0,0,10.4092
GJ 581 b,GJ 581,5.3686,0.0399,4.79,20.5,,,3500.0,0.302,0.295,Radial Velocity,2005.0,0,6.2981
GJ 581 c,GJ 581,12.9211,0.0718,2.5,6.81,,,3500.0,0.302,0.295,Radial Velocity,2007.0,0,6.2981
GJ 581 e,GJ 581,3.1481,0.02799,1.38,2.48,,,3500.0,0.302,0.295,Radial Velocity,2009.0,0,6.2981
GJ 625 b,GJ 625,14.628,0.078361,1.49,2.82,,,3499.0,0.31,0.3,Radial Velocity,2017.0,0,6.47249
GJ 649 b,GJ 649,600.1,1.112,10.8,81.99972901,,,3734.0,0.5,0.51,Radial Velocity,2009.0,0,10.3796
GJ 674 b,GJ 674,4.6938,0.039,3.33,11.09,,,3600.0,0.36463,0.35,Radial Velocity,2007.0,0,4.54896
GJ 676 A b,GJ 676 A,1051.44521,1.735,12.8,1840.86213334,,,3734.0,0.69,0.626,Radial Velocity,2010.0,0,16.0272
GJ 676 A c,GJ 676 A,13921.42302,9.726,12.3,4288.14086724,,,3734.0,0.69,0.626,Radial Velocity,2016.0,0,16.0272
GJ 676 A d,GJ 676 A,3.60076,0.039,1.78,3.81394088,,,3734.0,0.69,0.626,Radial Velocity,2012.0,0,16.0272
GJ 676 A e,GJ 676 A,35.47358,0.181,2.47,6.67439655,,,3734.0,0.69,0.626,Radial Velocity,2012.0,0,16.0272
GJ 680 b,GJ 680,17281.66514,10.138,12.0,7977.4930157,,,3563.0,0.45933,0.456,Radial Velocity,2022.0,0,9.67315
GJ 682 b,GJ 682,17.478,0.08,1.93,4.4,,,3028.0,0.298255,0.27,Radial Velocity,2014.0,0,5.00671
GJ 682 c,GJ 682,57.32,0.176,2.89,8.7,,,3028.0,0.298255,0.27,Radial Velocity,2014.0,0,5.00671
GJ 685 b,GJ 685,24.16,0.1344,2.95,9.0,,,3816.0,0.54,0.55,Radial Velocity,2019.0,0,14.3155
GJ 687 b,GJ 687,38.142,0.163,4.32,17.2,,,3413.0,0.4183,0.4,Radial Velocity,2014.0,0,4.54939
GJ 687 c,GJ 687,727.562,1.165,4.14,16.0,,,3413.0,0.4183,0.4,Radial Velocity,2020.0,0,4.54939
GJ 720 A b,GJ 720 A,19.466,0.119,3.77,13.64,,401.0,3837.0,0.56,0.57,Radial Velocity,2021.0,0,15.5575
GJ 724 b,GJ 724,5.101284,0.04685,3.27,10.75,23.32,611.0,3799.0,0.52226,0.5271,Radial Velocity,2023.0,0,16.9658
GJ 740 b,GJ 740,2.37756,0.029,1.53,2.96,79.0,829.0,3913.0,0.56,0.58,Radial Velocity,2021.0,0,11.1017
GJ 806 b,GJ 806,0.9263237,0.01406,1.331,1.9,130.0,940.0,3600.0,0.4144,0.413,Transit,2023.0,0,12.0445
GJ 806 c,GJ 806,6.64064,0.0523,2.28,5.8,9.5,490.0,3600.0,0.4144,0.413,Radial Velocity,2023.0,0,12.0445
GJ 832 b,GJ 832,3853.0,3.7,13.8,314.65012293,,,3472.0,0.441557,0.45,Radial Velocity,2008.0,0,4.96435
GJ 849 b,GJ 849,1925.31,2.32,13.9,283.82076745,,,3467.0,0.45,0.45,Radial Velocity,2006.0,0,8.80058
GJ 849 c,GJ 849,5990.0,4.95,13.8,314.65012293,,,3467.0,0.45,0.45,Radial Velocity,2014.0,0,8.80058
GJ 86 b,GJ 86,15.76491,0.11,12.9,1404.8086,,,5182.0,0.77,0.93,Radial Velocity,1999.0,0,10.7836
GJ 876 b,GJ 876,61.1166,0.208317,13.3,723.2235,,,3293.74,0.3,0.32,Radial Velocity,1998.0,0,4.67517
GJ 876 c,GJ 876,30.0881,0.12959,14.0,226.9846,,,3293.74,0.3,0.32,Radial Velocity,2000.0,0,4.67517
GJ 876 d,GJ 876,1.93778,0.02080665,2.51,6.83,,,3293.74,0.3,0.32,Radial Velocity,2005.0,0,4.67517
GJ 876 e,GJ 876,124.26,0.3343,3.92,14.6,,,3293.74,0.3,0.32,Radial Velocity,2010.0,0,4.67517
GJ 887 b,GJ 887,9.2619,0.0683,1.8,3.9,7.8,426.0,3688.0,0.468,0.495,Radial Velocity,2020.0,0,3.28679
GJ 887 c,GJ 887,21.784,0.121,2.43,6.5,2.5,320.0,3688.0,0.468,0.495,Radial Velocity,2020.0,0,3.28679
GJ 887 d,GJ 887,50.77,0.212,2.34,6.1,0.81,241.0,3688.0,0.468,0.495,Radial Velocity,2026.0,0,3.28679
GJ 887 e,GJ 887,4.4249,0.0417,1.12,1.46,20.9,544.0,3688.0,0.468,0.495,Radial Velocity,2026.0,0,3.28679
GJ 896 A b,GJ 896 A,284.39,0.63965,13.3,718.29219982,,,3345.0,0.394682,0.43599,Astrometry,2022.0,0,6.26022
GJ 9066 c,GJ 9066,771.36,0.88,9.6,66.74396547,,,3154.0,0.164,0.15,Radial Velocity,2020.0,0,4.471
GJ 9404 b,GJ 9404,13.4586,0.0943,3.48,11.9,,,3811.0,0.626041,0.62,Radial Velocity,2023.0,0,23.8839
GJ 96 b,GJ 96,73.94,0.291,4.67,19.66,,,3785.0,0.580612,0.6,Radial Velocity,2018.0,0,11.9315
GJ 9689 b,GJ 9689,18.27,0.1139,3.07,9.65,,453.04,3836.0,0.57,0.59,Radial Velocity,2020.0,0,30.6203
GJ 9714 b,GJ 9714,19240.75467,12.319,12.5,2988.54051102,,,4263.0,0.662662,0.67,Radial Velocity,2022.0,0,20.5121
GJ 9773 b,GJ 9773,2965.0,2.921,14.2,172.580825,,,3528.0,0.362,0.358,Radial Velocity,2025.0,0,15.9211
GJ 9827 b,GJ 9827,1.208974,0.0189,1.44,4.28,318.0,1035.01,4236.0,0.58,0.62,Transit,2017.0,0,29.661
GJ 9827 c,GJ 9827,3.648103,0.0395,1.13,1.86,73.0,715.94,4236.0,0.58,0.62,Transit,2017.0,0,29.661
GJ 9827 d,GJ 9827,6.20183,0.053,1.98,3.02,34.9,675.0,4236.0,0.58,0.62,Transit,2017.0,0,29.661
GPX-1 b,GPX-1,1.744579,0.0338,16.47720163,6261.2196179,4650.0,2300.0,7000.0,1.56,1.68,Transit,2021.0,0,655.013
GQ Lup b,GQ Lup,,100.0,33.6,6356.0,,2650.0,4360.0,1.94153,0.7,Imaging,2004.0,0,151.169
GSC 06214-00210 b,GSC 06214-00210,,320.0,20.1762,5000.0,,2300.0,4200.0,0.90484,0.9,Imaging,2010.0,0,108.5
GU Psc b,GU Psc,,2000.0,14.179,3591.3,,1050.0,4031.81,0.450458,0.325,Imaging,2014.0,0,47.5501
Gaia-1 b,Gaia-1,3.052524,0.04047,13.77583728,533.95172376,426.5351,1159.07,5470.0,0.952,0.949,Transit,2022.0,0,363.66
Gaia-2 b,Gaia-2,3.6915224,0.0467,14.81827249,259.66580852,512.0235,1213.23,5720.0,1.064,1.0,Transit,2022.0,0,209.229
Gl 378 b,Gl 378,3.822,0.039435,3.66,13.02,,830.0,3879.0,0.56,0.56,Radial Velocity,2019.0,0,14.9545
Gl 410 b,Gl 410,6.02,0.0531,2.83,8.4,,,3842.0,0.543,0.55,Radial Velocity,2025.0,0,11.9324
Gl 49 b,Gl 49,13.8508,0.0905,2.24,5.63,,,3805.0,0.511,0.515,Radial Velocity,2019.0,0,9.8528
Gl 686 b,Gl 686,15.53,0.091,2.46,6.624,,379.0,3656.0,0.427,0.426,Radial Velocity,2018.0,0,8.15728
Gl 725 A b,Gl 725 A,11.2201,0.068,1.48,2.78,,,3433.0,0.351,0.33,Radial Velocity,2025.0,0,3.5214
Gliese 12 b,Gliese 12,12.761418,0.067,0.93,0.95,1.62,314.6,3328.0,0.265,0.255,Transit,2024.0,0,12.21
HAT-P-1 b,HAT-P-1,4.46529976,0.05561,14.784671,166.86075,259.687,1322.0,5980.0,1.174,1.151,Transit,2006.0,0,158.979
HAT-P-11 b,HAT-P-11,4.888,0.05258,4.36,25.0,100.77,838.0,4653.0,0.683,0.811,Transit,2008.0,0,37.7647
HAT-P-11 c,HAT-P-11,3361.0,4.1,13.2,851.78013076,,,4653.0,0.683,0.811,Radial Velocity,2018.0,0,37.7647
HAT-P-12 b,HAT-P-12,3.2130598,0.0384,10.749,67.059,118.075,963.0,4650.0,0.701,0.733,Transit,2009.0,0,142.751
HAT-P-13 b,HAT-P-13,2.91625,0.04383,14.258,270.462,1978.5245,1740.0,5653.0,1.756,1.32,Transit,2009.0,0,246.81
HAT-P-13 c,HAT-P-13,446.27,1.258,12.3,4538.421,,340.0,5653.0,1.756,1.32,Radial Velocity,2009.0,0,246.81
HAT-P-14 b,HAT-P-14,4.62767,0.0596,15.91678,1093.3352,1038.78,1624.0,6600.0,1.82,2.65,Transit,2010.0,0,222.663
HAT-P-15 b,HAT-P-15,10.8635,0.0965,11.88154,616.5902,79.7578,904.0,5568.0,1.07,1.0,Transit,2010.0,0,192.516
HAT-P-16 b,HAT-P-16,2.77596727,0.0413,14.68376472,1341.56043,1597.59,1566.0,6140.0,1.158,1.218,Transit,2010.0,0,226.637
HAT-P-17 b,HAT-P-17,10.33852,0.0892,11.76945,184.3414,110.512,800.0,5246.0,0.87,0.99,Transit,2010.0,0,92.3831
HAT-P-17 c,HAT-P-17,5584.0,5.6,13.1,1080.6,,,5336.96,0.838682,0.92,Radial Velocity,2010.0,0,92.3831
HAT-P-18 b,HAT-P-18,5.508023,0.0559,11.153,62.61,82.2407,852.0,4803.0,0.749,0.77,Transit,2010.0,0,161.4
HAT-P-19 b,HAT-P-19,4.00878322,0.04599,11.29865255,88.03846874,154.0,981.2,4962.0,0.773,0.807,Transit,2010.0,0,202.078
HAT-P-2 b,HAT-P-2,5.6335158,0.06814,10.659759,2866.81223114,588.518,1540.0,6380.0,1.39,1.33,Transit,2007.0,0,127.774
HAT-P-20 b,HAT-P-20,2.875317,0.0361,9.718,2302.899,85.1168,970.0,4595.0,0.694,0.756,Transit,2010.0,0,71.0374
HAT-P-21 b,HAT-P-21,4.12448,0.05037,12.44199,1547.8321,459.542,1367.0,5588.0,1.21,1.24,Transit,2010.0,0,277.278
HAT-P-22 b,HAT-P-22,3.21222,0.0414,12.89035,785.0401,325.569,1463.0,5302.0,1.11,1.13,Transit,2010.0,0,81.7647
HAT-P-23 b,HAT-P-23,1.212884,0.0232,15.334,664.237,2796.2342,2056.0,5905.0,1.203,1.13,Transit,2010.0,0,364.813
HAT-P-24 b,HAT-P-24,3.35524,0.04651,14.5717,238.3725,1294.929,1637.0,6373.0,1.38,1.37,Transit,2010.0,0,415.344
HAT-P-25 b,HAT-P-25,3.65281514,0.0466,12.722215,180.84527,325.0,1182.0,5519.0,0.919,1.012,Transit,2010.0,0,300.384
HAT-P-26 b,HAT-P-26,4.23452,0.04748,7.06167,22.2481,185.0743,1080.0,5079.0,0.87,1.12,Transit,2010.0,0,141.837
HAT-P-27 b,HAT-P-27,3.039577,0.04,11.43,197.05,336.0384,1091.99,5316.0,0.864673,0.916,Transit,2011.0,0,199.173
HAT-P-28 b,HAT-P-28,3.257215,0.0434,13.585,198.953,554.7122,1384.0,5680.0,1.103,1.025,Transit,2011.0,0,401.319
HAT-P-29 b,HAT-P-29,5.72319,0.0667,13.11453,279.6904,433.0,1281.0,6087.0,1.3,1.45,Transit,2011.0,0,313.576
HAT-P-3 b,HAT-P-3,2.8997,0.03866,10.53646,206.5895,176.587,1189.0,5185.0,0.87,1.06,Transit,2007.0,0,134.554
HAT-P-30 b,HAT-P-30,2.8106,0.0419,16.14096,263.7989,1467.9573,1630.0,6304.0,1.31,1.55,Transit,2011.0,0,213.985
HAT-P-31 b,HAT-P-31,5.00542,0.061,12.21781,721.4741,746.9025,1450.0,6065.0,1.39,1.31,Transit,2011.0,0,344.05
HAT-P-32 b,HAT-P-32,2.1500082,0.03397,22.19382,216.1244,1841.0,1835.7,6001.0,1.367,1.132,Transit,2011.0,0,289.205
HAT-P-33 b,HAT-P-33,3.47447,0.04995,20.73665,292.4036,1701.38,1782.0,6446.0,1.79,1.82,Transit,2011.0,0,396.11
HAT-P-34 b,HAT-P-34,5.452654,0.06774,13.417173,1058.3739,433.78,1520.0,6442.0,1.53,1.392,Transit,2011.0,0,249.325
HAT-P-35 b,HAT-P-35,3.646706,0.04978,14.930388,335.62848,999.6688,1581.0,6096.0,1.435,1.236,Transit,2011.0,0,506.965
HAT-P-36 b,HAT-P-36,1.32734683,0.0241,14.313893,587.413406,1821.0,1780.97,5620.0,1.041,1.03,Transit,2011.0,0,294.419
HAT-P-37 b,HAT-P-37,2.797436,0.0379,13.204,371.528,412.3914,1271.0,5500.0,0.877,0.929,Transit,2011.0,0,390.594
HAT-P-38 b,HAT-P-38,4.640382,0.0523,9.247,84.857,243.0337,1082.0,5330.0,0.923,0.886,Transit,2012.0,0,255.206
HAT-P-39 b,HAT-P-39,3.54387,0.0509,17.609,190.372,1915.6934,1752.0,6430.0,1.625,1.404,Transit,2012.0,0,697.004
HAT-P-4 b,HAT-P-4,3.056536,0.04438,14.28,213.255,1438.0,1686.0,5860.0,1.596,1.248,Transit,2007.0,0,320.451
HAT-P-40 b,HAT-P-40,4.45724,0.0608,17.03768,152.5584,1747.4151,1770.0,6080.0,1.94,1.03,Transit,2012.0,0,464.469
HAT-P-41 b,HAT-P-41,2.69405,0.04258,22.97845,378.2177,2485.0721,1941.0,6390.0,2.05,2.56,Transit,2012.0,0,348.185
HAT-P-42 b,HAT-P-42,4.641878,0.0575,14.348,331.801,684.0973,1428.0,5743.0,1.53,1.178,Transit,2012.0,0,405.238
HAT-P-43 b,HAT-P-43,3.3326414,0.0444,13.63,210.395,521.877,1353.0,5693.0,1.08,1.03,Transit,2012.0,0,528.825
HAT-P-44 b,HAT-P-44,4.301219,0.0507,13.922,111.871,185.119,1108.0,5295.0,0.949,0.942,Transit,2014.0,0,347.85
HAT-P-44 c,HAT-P-44,872.2,1.752,13.0,1271.3,,,5295.0,0.949,0.942,Radial Velocity,2014.0,0,347.85
HAT-P-45 b,HAT-P-45,3.128992,0.0452,15.984,283.492,1052.239,1652.0,6330.0,1.319,1.259,Transit,2014.0,0,298.64
HAT-P-46 b,HAT-P-46,4.463129,0.0577,14.392,156.684,1405.4798,1458.0,6120.0,1.396,1.284,Transit,2014.0,0,290.736
HAT-P-49 b,HAT-P-49,2.69155,0.04378,17.82231,699.226,4392.03,2131.0,6820.0,2.06,2.22,Transit,2014.0,0,350.351
HAT-P-5 b,HAT-P-5,2.78849,0.04073,13.56289,311.4734,850.6754,1517.0,5960.0,1.12,1.04,Transit,2007.0,0,303.336
HAT-P-50 b,HAT-P-50,3.1220109,0.0453,14.437192,429.0705,2108.4362,1862.0,6280.0,1.698,1.273,Transit,2015.0,0,515.458
HAT-P-51 b,HAT-P-51,4.21802091,0.05042,13.50682174,97.57332095,310.0,1168.2,5453.0,0.995,0.961,Transit,2015.0,0,440.089
HAT-P-52 b,HAT-P-52,2.7535953,0.03694,11.309881,259.98494,227.759,1218.0,5131.0,0.893,0.887,Transit,2015.0,0,361.155
HAT-P-53 b,HAT-P-53,1.9616241,0.03159,14.773462,471.65972,1400.0226,1778.0,5956.0,1.209,1.093,Transit,2015.0,0,666.802
HAT-P-54 b,HAT-P-54,3.799847,0.04117,10.581296,241.5508,88.6713,818.0,4390.0,0.617,0.645,Transit,2015.0,0,143.651
HAT-P-55 b,HAT-P-55,3.5852313,0.04628,14.84069045,189.42573057,583.0,1367.0,5804.0,1.105,1.028,Transit,2015.0,0,511.388
HAT-P-56 b,HAT-P-56,2.79083,0.0423,16.92559,734.1873,3515.0,1840.0,6566.0,1.47,1.42,Transit,2015.0,0,320.639
HAT-P-57 b,HAT-P-57,2.4653,0.0406,19.50366,448.1403,2726.6328,2200.0,6330.0,1.85,2.77,Transit,2015.0,0,279.86
HAT-P-58 b,HAT-P-58,4.0138379,0.04994,14.93036229,118.2321674,1146.0,1622.0,6078.0,1.53,1.031,Transit,2021.0,0,515.59
HAT-P-59 b,HAT-P-59,4.1419771,0.05064,12.58768533,489.45574678,441.4,1277.8,5678.0,1.1038,1.008,Transit,2021.0,0,265.471
HAT-P-6 b,HAT-P-6,3.85298,0.05239,16.58932,419.5356,1099.44,1675.0,6570.0,1.62,1.79,Transit,2007.0,0,275.358
HAT-P-60 b,HAT-P-60,4.7947813,0.06277,18.28184752,182.43350562,1634.0,1772.0,6212.0,2.197,1.435,Transit,2021.0,0,233.22
HAT-P-61 b,HAT-P-61,1.90231289,0.0301,10.07687365,335.9446262,849.5,1505.0,5587.0,0.938,1.004,Transit,2021.0,0,338.84
HAT-P-62 b,HAT-P-62,2.6453235,0.03772,12.02723629,241.86741773,867.2,1512.0,5629.0,1.17,1.023,Transit,2021.0,0,348.815
HAT-P-63 b,HAT-P-63,3.377728,0.04294,12.5428494,195.1466419,387.4,1237.0,5400.0,0.9661,0.925,Transit,2021.0,0,403.458
HAT-P-64 b,HAT-P-64,4.007232,0.05387,19.08889413,184.34047606,1611.0,1766.0,6457.0,1.735,1.298,Transit,2021.0,0,651.897
HAT-P-65 b,HAT-P-65,2.60544751,0.04042,18.05766791,176.07693748,1821.0,1818.0,5872.0,1.666,1.297,Transit,2016.0,0,738.519
HAT-P-66 b,HAT-P-66,2.972086,0.04363,17.82231,248.86089,1939.51,1896.0,6002.0,1.881,1.255,Transit,2016.0,0,935.456
HAT-P-67 b,HAT-P-67,4.8101069,0.06505,23.9872187,143.02278315,2029.17,1903.0,6640.0,2.62,1.73,Transit,2017.0,0,371.686
HAT-P-68 b,HAT-P-68,2.29840551,0.02996,12.016048,230.10892,184.8,1027.8,4508.0,0.6701,0.6785,Transit,2020.0,0,202.152
HAT-P-69 b,HAT-P-69,4.7869491,0.06555,18.786284,1137.8314,2320.18,1930.0,7394.0,1.926,1.648,Transit,2019.0,0,341.263
HAT-P-7 b,HAT-P-7,2.20474,0.03809,16.92559,584.8072,4353.408,2733.0,6389.0,2.0,1.56,Transit,2008.0,0,341.079
